file	line	terms	excerpt
.claude/memory/modulo-saude-automacoes.md	57	experimental	- **Experimentais (5):** experimental_sem_professor, experimental_data_passada, experimental_realizada_e_faltou, experimental_realizada_data_futura, experimental_faltou_data_futura
.claude/memory/modulo-saude-automacoes.md	58	matricula	- **Alunos (3):** matricula_sem_professor_no_banco, matricula_sem_curso_no_banco, matricula_sem_lead_origem_no_banco
.claude/memory/modulo-saude-automacoes.md	86	matrícula	- **20** alunos sem lead prévio (matrícula direta)
.claude/memory/modulo-saude-automacoes.md	87	experimental	- **19** leads `experimental_realizada=true AND faltou_experimental=true` (bug sistemático em workflow)
.claude/memory/modulo-saude-automacoes.md	92	experimental	- **1** experimental realizada antes da data marcada
.claude/memory/modulo-saude-automacoes.md	94	experimental	A invariante `experimental_realizada_e_faltou` (19 casos) sugere bug no n8n ou no Emusys que marca ambos os flags ao mesmo tempo — investigar antes de zerar manualmente.
.claude/memory/pendencias-emusys.md	17	matricula	**Solicitação ideal (Emusys):** incluir `id` no objeto `professores[]` do endpoint `/aulas/`, da mesma forma que já vem no webhook `processar-matricula-emusys` (campo `id_professor`). Inconsistência da API: o ID exist...
.claude/memory/todos-pendentes.md	39	kpi	- RPC `get_kpis_professor_periodo` (se for filtrar por tipo)
.claude/memory/todos-pendentes.md	50	matricula	**Descrição:** ~830 alunos ativos sem telefone no banco (CG: 419/546 = 77% sem; Recreio: 334/411 = 81% sem; Barra: 28/250 = 11% sem). Causa: edge function `processar-matricula-emusys` antes da v10 só persistia `telefo...
.claude/memory/todos-pendentes.md	64	matricula	**Descrição:** Recreio tem 411 ativos e apenas 25 inativos — razão 16.4x, muito acima de Barra (3.9x) e CG (7.6x). Indica que **alunos que saíram não estão sendo finalizados no Emusys**. Em 14 dias só 2 eventos `matri...
.claude/memory/todos-pendentes.md	66	matrícula	**Solução proposta:** treinamento operacional para o time de Recreio finalizar matrículas no Emusys quando aluno sai. Não é problema de código — é problema de processo.
.claude/memory/todos-pendentes.md	79	matricula	3. Garantir que scripts futuros usem `processar-matricula-emusys` ou implementem dedup
.claude/memory/todos-pendentes.md	83	conversão	## ⚠️ [BAIXA] Taxa de conversão >100% em professores
.claude/memory/todos-pendentes.md	87	conversao,kpi,matricula	**Descrição:** A RPC `get_kpis_professor_periodo` calcula `taxa_conversao = matriculas_pos_exp / experimentais * 100` com critérios assimétricos:
.claude/memory/todos-pendentes.md	88	experimental	- Denominador exige `experimental_realizada = true`
.claude/memory/todos-pendentes.md	89	experimental	- Numerador aceita também `converteu = true AND NOT faltou` (mesmo sem experimental_realizada)
.claude/memory/todos-pendentes.md	91	experimental	Resultado: leads como o "Carlos Yan" (ex: matriculou 15/04, experimental marcada para 16/04 mas `experimental_realizada=false`) entram só no numerador, gerando taxas como 200%.
.claude/memory/todos-pendentes.md	93	conversao	**Status:** documentado em `regras-negocio.md` e no modal `ModalDetalhesConversao` (categoria "matriculou_sem_realizar" destacada em âmbar). **Não é bug** — é uma definição de fórmula com dados em estado ambíguo no Em...
.claude/memory/todos-pendentes.md	95	experimental,matricula	**Decisão pendente:** corrigir é **operacional** (treinar para sempre marcar `experimental_realizada=true` antes de matricular) ou **de fórmula** (RPC alinhar critérios — `matriculas_pos_exp` exigir também `experiment...
.claude/memory/todos-pendentes.md	122	matricula	- **2026-05-01 — Fix telefone responsável em `processar-matricula-emusys` v10:** fallback `telefone_aluno || telefone_responsavel` aplicado em INSERT e UPDATE.
.claude/memory/todos-pendentes.md	123	kpi	- **2026-05-01 — RPC `get_kpis_professor_periodo` com fallback ILIKE em `motivos_saida`:** evasões com `motivo_saida_id` NULL agora não contam no score (regra alterada de "NULL conta" para "NULL não conta").
.claude/memory/padroes-codigo.md	20	kpi,retencao	- Exemplos: `useKPIsComercial`, `useMetas`, `useKPIsRetencao`
.claude/memory/emusys-api.md	104	evasao,matricula,trancamento	Eventos recebidos por `processar-matricula-emusys`: `matricula_nova`, `matricula_renovacao`, `matricula_trancamento`, `matricula_finalizacao` (evasao).
.claude/memory/emusys-api.md	106	matricula	**Onde fica o professor no payload de matricula:**
.claude/memory/emusys-api.md	108	matricula	payload.matricula.disciplinas[0].id_professor    ← ID Emusys
.claude/memory/emusys-api.md	109	matricula	payload.matricula.disciplinas[0].nome_professor  ← nome (usado no fallback)
.claude/memory/emusys-api.md	111	matricula	NUNCA na raiz da matricula. Edge function le `disciplinas[0]` corretamente desde v12+.
.claude/memory/dominio-comercial.md	5	matricula	- 3 tabs: Lancamentos, Programa Matriculador+ LA, Tarefas Rapidas
.claude/memory/dominio-comercial.md	11	experimental	| Experimental | `experimental` | 5 (Exp. Agendada) | `experimental_*` |
.claude/memory/dominio-comercial.md	13	matricula	| Matricula | `matricula` | 10 (Convertido) | `convertido` |
.claude/memory/dominio-comercial.md	16	experimental,matricula	- Estado: `modalOpen: 'lead' | 'experimental' | 'visita' | 'matricula' | null`
.claude/memory/dominio-comercial.md	20	experimental	- Interface `LoteLinha`: id, aluno_nome, telefone, canal_origem_id, curso_id, quantidade, status_experimental?, professor_id?, sabia_preco?
.claude/memory/dominio-comercial.md	39	matricula	- 4 etapas: Novos → Experimentais → Visitas → Matriculas
.claude/memory/dominio-comercial.md	40	conversao	- **Base do funil = primeira etapa (Novos)** — % de conversao relativo a base
.claude/memory/dominio-comercial.md	42	conversao,matricula	- Porcentagens: experimentais/total, matriculas/total (funil de conversao real)
.claude/memory/dominio-comercial.md	45	matrícula	## Aba Matrículas do Funil — FONTE = `alunos` (mudança 2026-05-25)
.claude/memory/dominio-comercial.md	46	matricula,matrícula	- A etapa/aba "Matrículas" do Detalhamento do Funil e o card de Matrículas leem de **`alunos`** (cada aluno com `data_matricula` no período = 1 matrícula), NÃO mais de `leads` convertidos. Motivo: matrículas sem lead ...
.claude/memory/dominio-comercial.md	47	conversao,matricula	- `matriculasMes` montado em `loadData`: query `alunos` (joins cursos/professores/formas) + `LEFT JOIN leads` via `aluno_id` para Canal e nome do lead. Campos recebem **aliases legados** (`professor_fixo_id`←`professo...
.claude/memory/dominio-comercial.md	49	matrícula	- Coluna **"Lead vinculado"**: "Matrícula direta" se órfão; âmbar se `lead_nome` ≠ aluno. Banda usa flag `is_projeto_banda` (não string match).
.claude/memory/dominio-comercial.md	50	matricula	- `filtroTipoMat`: só `novos_alunos` / `segundo_curso` / `todos` (removidos `_fora_range`, `leads_periodo`, `por_data_matricula` + sub-tabela "outros períodos").
.claude/memory/dominio-comercial.md	51	matricula	- Edição inline (`salvarCampoMatricula`): grava em `alunos`; Canal/data-entrada gravam no lead vinculado (órfão = "—"); idade/escola read-only. Excluir (`deleteMatriculaId`/`confirmDeleteMatricula`) **apaga o aluno** ...
.claude/memory/dominio-comercial.md	52	conversão,kpi,matricula,matrícula	- Resumo/conversão e relatórios WhatsApp (Diário/Semanal/Mensal/Matrículas) contam de `alunos` via helper `buscarMatriculasAlunos`. `useKPIsComercial` usa view `vw_kpis_comercial_mensal` que já conta de `alunos`.
.claude/memory/dominio-comercial.md	55	matricula	- 4 sub-tabs: Leads, Experimentais, Visitas, Matriculas
.claude/memory/dominio-comercial.md	75	kpi	- `useKPIsComercial(unidadeId, ano, mes)` — KPIs consolidados, funil, leads por canal
.claude/memory/dominio-comercial.md	82	matricula	- `TabProgramaMatriculador.tsx` — programa gamificado hunters
.claude/memory/dominio-comercial.md	83	kpi	- `AlertasComercial.tsx` — alertas dinamicos por KPIs
.claude/memory/integracao-infra.md	35	kpi	- `gemini-insights-comercial` — KPIs comerciais
.claude/memory/integracao-infra.md	38	retencao	- `gemini-insights-retencao` — retencao/churn
.claude/memory/integracao-infra.md	64	matricula	- **Curso real vem da aula, nao do cadastro.** `aulas_emusys` (espelho do endpoint de aula) tem `curso_nome`/`turma_nome`/`professor_nome` corretos. O `alunos.curso_id` (rotulo da matricula via webhook) pode estar err...
.claude/memory/integracao-infra.md	69	matricula	### Webhook Matricula (Emusys)
.claude/memory/integracao-infra.md	70	matricula,trancamento	- `processar-matricula-emusys` (v17, 2026-05-20) — recebe webhook Emusys (matricula_nova/renovacao/trancamento/finalizacao). Insere/atualiza `alunos`, `movimentacoes_admin`, atualiza `leads` para convertido. v16 adici...
.claude/memory/integracao-infra.md	74	matricula,matrícula,trancamento	- Helper `supabase/functions/_shared/invariantes.ts` — exports: types (`Severidade`, `Invariante`, `GravarLogParams`, `ResultadoMatricula`), `comFallback`, `gravarLog`, `computarHash` (SHA-256), `checarMatricula/Renov...
.claude/memory/integracao-infra.md	96	evasao	- `enviar-pesquisa-evasao` — pesquisa churn via WhatsApp
.claude/memory/integracao-infra.md	110	kpi	| `snapshot_dados_mensais` | `0 3 1 * *` (dia 1, 0h BRT) | Snapshot mensal de KPIs |
.claude/memory/integracao-infra.md	195	experimental	| Experimental Agendada | Experimental Marcada |
.claude/memory/integracao-infra.md	196	experimental	| Realizou experimental / Compareceu | Compareceram |
.claude/memory/integracao-infra.md	197	matricula	| Matriculado | Matriculado |
.claude/memory/integracao-infra.md	198	experimental	| Faltou aula experimental | Faltaram |
.claude/memory/metricas.md	3	kpi	Índice canônico das fórmulas usadas em KPIs/relatórios. Quando a mesma métrica é calculada em vários lugares, todas as implementações devem bater com a fórmula aqui.
.claude/memory/metricas.md	21	matrícula	- Inclui `is_segundo_curso = true`? **Sim** (cada matrícula conta como 1)
.claude/memory/metricas.md	34	kpi	| View `vw_kpis_professor_mensal` | ❓ definição não localizada |
.claude/memory/metricas.md	46	matricula	saldo_mes = novas_matriculas_mes − evasoes_mes
.claude/memory/metricas.md	51	evasão,trancamento	- Atual: `movimentacoes_admin` só registra **saídas** (evasão, renovação, trancamento, aviso prévio). **Não registra entradas.**
.claude/memory/metricas.md	55	matricula,matrícula	- Re-matrícula (aluno que volta) conta como nova matrícula? Conforme `processar-matricula-emusys` v11+: cria entrada nova na `alunos` com `is_segundo_curso=false` se não existia matrícula viva.
.claude/memory/metricas.md	56	matrícula	- Matrícula de segundo curso (`is_segundo_curso=true`) conta? Sim — é uma nova linha em `alunos`.
.claude/memory/metricas.md	60	matrícula	- Confirmar definição com admin: "matrícula nova" = pessoa nova OU matrícula nova (incluindo segundo curso)?
.claude/memory/metricas.md	69	evasão	**Filtro de evasão que conta:**
.claude/memory/metricas.md	80	kpi	- RPC `get_kpis_professor_periodo` — fonte canônica
.claude/memory/metricas.md	81	retencao	- Modais `ModalDetalhesEvasoes`, `ModalDetalhesRetencao` mostram coluna "Score" (Conta/Não conta)
.claude/memory/metricas.md	88	conversão	## Taxa de Conversão do Professor
.claude/memory/metricas.md	90	matrícula	**Definição:** % de experimentais que viraram matrícula, por professor.
.claude/memory/metricas.md	92	kpi	**Fórmula atual (RPC `get_kpis_professor_periodo`):**
.claude/memory/metricas.md	94	conversao,matricula	taxa_conversao = matriculas_pos_exp / experimentais * 100
.claude/memory/metricas.md	98	experimental	- Denominador `experimentais`: exige `experimental_realizada = true`
.claude/memory/metricas.md	99	experimental,matricula	- Numerador `matriculas_pos_exp`: aceita `experimental_realizada = true` **OU** `(converteu = true AND faltou_experimental IS NOT TRUE)`
.claude/memory/metricas.md	101	experimental,matricula	**Caso ambíguo:** lead com `data_experimental` no período, `experimental_realizada = false`, `faltou_experimental = false`, `status IN ('matriculado','convertido')`. Ocorre quando:
.claude/memory/metricas.md	102	experimental,matricula	- Lead matricula antes da experimental
.claude/memory/metricas.md	103	experimental	- Operador esquece de marcar `experimental_realizada = true` no Emusys
.claude/memory/metricas.md	105	experimental	**Exemplo real:** Willian/T1 2026 → 200% (Carlos Yan matriculou em 15/04 com experimental marcada para 16/04 sem `experimental_realizada=true`).
.claude/memory/metricas.md	107	conversao	**Ferramenta de diagnóstico:** `ModalDetalhesConversao` na `TabPerformanceProfessores` — classifica leads em 6 categorias, destaca ambíguos (badge âmbar).
.claude/memory/metricas.md	115	matrícula	**Definição:** Valor médio do passaporte das matrículas do mês.
.claude/memory/metricas.md	123	bolsista,matrícula	**Decisão importante:** matrículas com `valor_passaporte = 0` (re-matrícula, bolsista, etc.) **NÃO entram** no ticket médio. Documentado em `CLAUDE.md`.
.claude/memory/metricas.md	132	evasão	## Churn / Taxa de Evasão
.claude/memory/metricas.md	138	matricula	churn = evasoes_periodo / (alunos_inicio_periodo + novas_matriculas_periodo) * 100
.claude/memory/metricas.md	145	bolsista,pagante	- Tipos de aluno excluídos: `bolsista_integral`, `nao_pagante`
.claude/memory/metricas.md	149	ltv,permanência	## Tempo Médio de Permanência (LTV)
.claude/memory/metricas.md	151	matrícula	**Definição:** Tempo entre primeira matrícula e saída total da pessoa (saiu de TODOS os cursos).
.claude/memory/metricas.md	153	matrícula	**Regra "saiu de tudo":** só conta quando o aluno encerrou **todas** as matrículas (`is_segundo_curso` inclusive). Se mantém uma matrícula viva → não grava em `alunos_historico`.
.claude/memory/metricas.md	158	matricula,matrícula	WHERE data_entrada = MIN(data_matricula) das matrículas da pessoa
.claude/memory/metricas.md	163	permanencia	- `tempo_permanencia_meses >= 4` (saídas curtas excluídas)
.claude/memory/metricas.md	164	bolsista	- Excluir `BOLSISTA_INT`, `BOLSISTA_PARC`, `BANDA` do `aluno_ids[]` (mas não impede gravação)
.claude/memory/metricas.md	168	evasao,matricula	- Edge function `processar-matricula-emusys` (`handleEvasao` → `registrarPassagemFinalizada`)
.claude/memory/metricas.md	169	ltv	- RPC `get_historico_ltv`
.claude/memory/metricas.md	170	ltv	- `TabHistoricoLTV`
.claude/memory/metricas.md	174	ltv,permanência	Detalhes completos em `regras-negocio.md` → "Histórico LTV / Tempo de Permanência".
.claude/memory/metricas.md	203	matricula	- **Programas Gamificados (Matriculador+ / Fideliza+)** — pesos e critérios estão em `regras-negocio.md` mas fórmula numérica não está aqui
.claude/memory/metricas.md	204	experimental,matricula	- **Taxa show-up experimental** — usado no Matriculador+
.claude/memory/metricas.md	205	inadimplência	- **Inadimplência** — usado no Fideliza+
.claude/memory/dominio-alunos.md	5	evasao	- Tabs: Distribuicao, Importar, Gestao Turmas, Grade Horaria, Sucesso Cliente (Presenca, Feedback, Evasao, Auditoria)
.claude/memory/dominio-alunos.md	17	evasao	- `evadido` — saiu (evasao confirmada)
.claude/memory/dominio-alunos.md	22	matricula	- Criada 2026-05-27 como lixeira **permanente e oficial** para remover matriculas duplicadas/erradas sem perder o dado. Espelha `alunos` (`LIKE alunos INCLUDING DEFAULTS`) + colunas `arquivado_em`, `arquivado_por`, `m...
.claude/memory/dominio-alunos.md	67	matricula	- Webhooks n8n para aulas experimentais e matriculas
.claude/memory/dominio-alunos.md	70	evasao,trancamento	- Renovacao, Nao Renovacao, Aviso Previo, Trancamento, Evasao
.claude/memory/dominio-alunos.md	73	kpi,retencao	## KPIs de Retencao
.claude/memory/dominio-alunos.md	74	matricula,pagante	- alunos_ativos, alunos_pagantes, matriculas_ativas
.claude/memory/dominio-alunos.md	76	ltv	- ticket_medio, faturamento, churn_rate, ltv_meses, mrr_perdido
.claude/memory/dominio-alunos.md	80	kpi,retencao	- `useKPIsRetencao` — KPIs consolidados de retencao
.claude/memory/MEMORY.md	4	evasao,matricula	- [regras-negocio.md](regras-negocio.md) — Regras de negocio (duplicatas, pipeline, etapas, matricula, evasao, vinculo professor↔aluno, permissoes)
.claude/memory/MEMORY.md	5	conversão,kpi,ltv	- [metricas.md](metricas.md) — Fórmulas canônicas das KPIs (carteira, saldo líquido, score, conversão, ticket, churn, LTV, renovação)
.claude/memory/MEMORY.md	8	matricula	- [dominio-alunos.md](dominio-alunos.md) — Alunos, matriculas, renovacoes, evasoes, presenca
.claude/memory/MEMORY.md	25	matricula	- **n8n**: Automacoes via webhooks (leads, experimentais, matriculas)
.claude/memory/MEMORY.md	49	kpi	3. Mudei fórmula de KPI/métrica ou descobri implementação divergente? → Atualizar `metricas.md`
.claude/memory/MEMORY.md	51	matricula	5. Mudei algo em alunos/matriculas/presenca? → Atualizar `dominio-alunos.md`
.claude/memory/regras-negocio.md	12	matricula	- Emusys cria 1 registro por PESSOA. `matricula.lead_id` (=`emusys_lead_id`) identifica o ALUNO, nao a familia. Cada filho tem `lead_id` proprio. Agrupa cursos do mesmo aluno (2o curso), nunca irmaos.
.claude/memory/regras-negocio.md	15	matricula	- Efeito: matriculas de irmaos extras SOMEM do funil (funil conta leads convertidos e exibe o nome do lead) → subcontagem + nome trocado. Casos reais: Luiz Felipe (aluno 1657) aparece como lead "Sophia"; Helena (aluno...
.claude/memory/regras-negocio.md	16	matricula	- Fix pendente — 2 abordagens: (A) cada pessoa = seu lead, relaxar unique de telefone p/ `emusys_lead_id IS NULL` (dedup so p/ leads WhatsApp) — funil ja conta certo; (B) 1 lead-familia → N alunos via novo `alunos.lea...
.claude/memory/regras-negocio.md	19	experimental,matricula	- Emusys envia `estagio_funil.nome` com variacoes: "Novo", "Novo Lead", "Faltou aula experimental", "Experimental Agendada", "Realizou experimental", "Compareceu", "Matriculado"
.claude/memory/regras-negocio.md	26	experimental	| 5  | Experimental Agendada | `experimental_agendada` |
.claude/memory/regras-negocio.md	28	experimental	| 7  | Experimental Realizada | `experimental_realizada` |
.claude/memory/regras-negocio.md	29	experimental	| 8  | Visita Realizada | `experimental_realizada` |
.claude/memory/regras-negocio.md	30	experimental	| 9  | Faltou | `experimental_faltou` |
.claude/memory/regras-negocio.md	31	matricula	| 10 | Convertido/Matriculado | `convertido` |
.claude/memory/regras-negocio.md	36	matricula	- **1 (Novo)** → 5 (Exp. Agendada), 6 (Visita Agendada), 10 (Matriculado)
.claude/memory/regras-negocio.md	37	matricula	- **5 (Exp. Agendada)** → 7 (Exp. Realizada), 9 (Faltou), 10 (Matriculado)
.claude/memory/regras-negocio.md	38	matricula	- **6 (Visita Agendada)** → 8 (Visita Realizada), 9 (Faltou), 10 (Matriculado)
.claude/memory/regras-negocio.md	39	matricula	- **7 (Exp. Realizada)** → 10 (Matriculado)
.claude/memory/regras-negocio.md	40	matricula	- **8 (Visita Realizada)** → 10 (Matriculado)
.claude/memory/regras-negocio.md	41	matricula	- **9 (Faltou)** → 5 (Reagendar Exp.), 6 (Reagendar Visita), 10 (Matriculado)
.claude/memory/regras-negocio.md	47	experimental	- **Experimentais**: `status.startsWith('experimental')`
.claude/memory/regras-negocio.md	49	matricula	- **Matriculas**: `['matriculado', 'convertido']`
.claude/memory/regras-negocio.md	55	matricula	## Matricula
.claude/memory/regras-negocio.md	57	bolsista,pagante	- Tipos de aluno: `pagante`, `bolsista_integral`, `bolsista_parcial`, `nao_pagante`
.claude/memory/regras-negocio.md	58	bolsista,bolsistas,pagante	- Bolsistas integrais e nao-pagantes nao entram no pipeline comercial
.claude/memory/regras-negocio.md	59	matricula	- Matricula pode ser: regular, banda, 2o_curso
.claude/memory/regras-negocio.md	66	evasao	## Evasao (Churn)
.claude/memory/regras-negocio.md	67	bolsista	- Tipos: `interrompido` (4 subtipos: padrao, bolsista, banda, 2o_curso) ou `transferencia`
.claude/memory/regras-negocio.md	68	matricula	- Formula churn: evasoes / (alunos_inicio + novas_matriculas) x 100
.claude/memory/regras-negocio.md	72	conversao	## Taxa de Conversao do Professor (>100% Possivel)
.claude/memory/regras-negocio.md	74	conversao,kpi,matricula	A formula `taxa_conversao = matriculas_pos_exp / experimentais * 100` pode passar de 100% por uma assimetria de criterios entre numerador e denominador na RPC `get_kpis_professor_periodo`:
.claude/memory/regras-negocio.md	76	experimental	- **Denominador (`experimentais`)**: exige `experimental_realizada = true`
.claude/memory/regras-negocio.md	77	experimental,matricula	- **Numerador (`matriculas_pos_exp`)**: aceita `experimental_realizada = true` **OU** `(converteu = true AND faltou_experimental IS NOT TRUE)`
.claude/memory/regras-negocio.md	79	experimental,matricula	**Caso ambiguo** (lead aparece no numerador mas nao no denominador): lead com `data_experimental` no periodo, `experimental_realizada = false`, `faltou_experimental = false`, `status IN ('matriculado', 'convertido')`....
.claude/memory/regras-negocio.md	80	experimental,matricula	- Lead matricula antes da experimental acontecer
.claude/memory/regras-negocio.md	81	experimental	- Operador esquece de marcar `experimental_realizada = true` no Emusys
.claude/memory/regras-negocio.md	83	conversao,experimental	Exemplo real: Willian/T1 2026 → 200% de conversao (Carlos Yan matriculou em 15/04 mas a experimental marcada para 16/04 ficou com `experimental_realizada = false`).
.claude/memory/regras-negocio.md	85	conversao	**Ferramenta de diagnostico**: `ModalDetalhesConversao` na coluna Conversao da `TabPerformanceProfessores`. Lista todos os leads, classifica em 6 categorias e destaca os "ambiguos" (badge ambar). Permite identificar q...
.claude/memory/regras-negocio.md	87	experimental,matricula	**TODO** (decisao pendente): definir se a fix e operacional (corrigir registros no Emusys) ou de formula (RPC alinhar criterios — `matriculas_pos_exp` exigir tambem `experimental_realizada = true`, com leads "matricul...
.claude/memory/regras-negocio.md	91	matricula	`processar-matricula-emusys` v10 (deploy 2026-05-01) corrigiu o bug onde alunos LAMK (kids) ficavam sem telefone porque o Emusys envia `telefone_aluno: null` quando so o responsavel tem fone. Agora o INSERT/UPDATE faz...
.claude/memory/regras-negocio.md	100	evasao,trancamento	**Quando o aluno sai (evasao / trancamento / inativacao), `professor_atual_id` NAO e zerado.** O vinculo historico e mantido — afinal o aluno realmente foi daquele professor.
.claude/memory/regras-negocio.md	102	kpi	Consequencia: queries de carteira/score/KPI devem filtrar `WHERE status = 'ativo'`. Ver `metricas.md` para a lista de lugares onde esse filtro precisa estar.
.claude/memory/regras-negocio.md	108	matricula	## Resolucao de Professor em Matricula Nova (edge v16, 2026-05-20)
.claude/memory/regras-negocio.md	110	matricula	`processar-matricula-emusys` v16 resolve `professor_atual_id` em 3 camadas:
.claude/memory/regras-negocio.md	115	experimental,matricula	A experimental NAO e usada como fallback. Emusys e a fonte da verdade (`payload.matricula.disciplinas[0].id_professor`). A experimental nem sempre vai ser o professor da matricula — pode haver remanejamento legitimo.
.claude/memory/regras-negocio.md	117	evasao	## Score do Professor — Motivos de Evasao
.claude/memory/regras-negocio.md	121	kpi	- **RPC `get_kpis_professor_periodo`**: filtra evasoes por `ms.conta_score_professor = true`. Lookup por FK (`motivo_saida_id`) ou fallback ILIKE em `motivo` (texto). **Motivo NULL sem match = NAO conta** (regra alter...
.claude/memory/regras-negocio.md	122	evasao,matricula	- **Edge function `processar-matricula-emusys`**: ao criar evasao/nao_renovacao, faz ILIKE em `motivos_saida` para popular `motivo_saida_id` automaticamente no insert
.claude/memory/regras-negocio.md	123	retencao	- **Modais `ModalDetalhesEvasoes` e `ModalDetalhesRetencao`**: coluna "Score" (Conta/Nao conta), card "Contam no Score", filtro por score, indicadores `vinc. por texto` (match por nome) e `sem vinculo` (sem match algum)
.claude/memory/regras-negocio.md	130	trancamento	## Trancamento
.claude/memory/regras-negocio.md	134	ltv,permanência	## Histórico LTV / Tempo de Permanência
.claude/memory/regras-negocio.md	136	ltv	Implementado em 2026-05-07: edge function v12 + RPC `get_historico_ltv` + `ModalPassagensAluno` + card Taxa de Retorno + soft delete.
.claude/memory/regras-negocio.md	138	matrícula	### Modelagem: matrícula ≠ aluno
.claude/memory/regras-negocio.md	139	matrícula	- Tabela `alunos` armazena **matrículas**, não pessoas. Aluno com 2 cursos = 2 linhas.
.claude/memory/regras-negocio.md	141	matrícula	- Sempre 1 matrícula com `is_segundo_curso=false` + N com `is_segundo_curso=true`. Edge function v11+ já cobre.
.claude/memory/regras-negocio.md	145	matricula	- **Dois registros com o MESMO curso NÃO são segundo curso — são duplicata.** Ninguém se matricula 2x no mesmo curso. Ex: 2 linhas "Bateria" da mesma pessoa = 1 é duplicata.
.claude/memory/regras-negocio.md	150	matrícula	### Duplicatas de matrícula — causas e limpeza
.claude/memory/regras-negocio.md	152	matricula	1. Webhook `matricula_nova/inserido` (Emusys) — curso vem do `nome_curso` do payload; pode estar errado. `emusys_matricula_id` só gravado a partir da v12 (2026-05-07).
.claude/memory/regras-negocio.md	159	matrícula,permanência	- Tempo de permanência só é contabilizado quando o aluno encerra **TODAS** as matrículas.
.claude/memory/regras-negocio.md	162	evasao	- Edge function v12 (`handleEvasao` → `registrarPassagemFinalizada`): só grava em `alunos_historico` se `aindaAtivas.length === 0`.
.claude/memory/regras-negocio.md	163	ltv,matrícula	- RPC `get_historico_ltv`: fonte_sistema filtra `NOT EXISTS` matrícula ativa/trancada da pessoa.
.claude/memory/regras-negocio.md	167	kpi	- Estatísticas tratam cada passagem como caso individual (sem somar). KPI Taxa de Retorno = % pessoas com `qtd_passagens_pessoa >= 2`.
.claude/memory/regras-negocio.md	170	matricula,matrícula	- Tempo = `MAX(data_saida) - MIN(data_matricula)` das matrículas que compuseram a passagem.
.claude/memory/regras-negocio.md	171	evasão	- Edge v12 grava `data_entrada`, `data_saida`, `aluno_ids[]` em `alunos_historico` no momento da evasão final.
.claude/memory/regras-negocio.md	172	permanencia	- RPC: registros antigos sem `data_entrada/data_saida` (1.385 importados) usam `tempo_permanencia_meses` como fallback.
.claude/memory/regras-negocio.md	194	permanencia	- `tempo_permanencia_meses >= 4` (saídas curtas excluídas).
.claude/memory/regras-negocio.md	195	bolsista,matrícula	- Tipos de matrícula excluídos: `BOLSISTA_INT`, `BOLSISTA_PARC`, `BANDA` (excluídos do `aluno_ids` mas não impedem gravação se a pessoa também tinha EMLA/LAMK).
.claude/memory/regras-negocio.md	198	matricula	- **Matriculador+ (Hunters):** taxa_showup_exp, taxa_exp_mat, taxa_lead_matricula, volume, ticket_medio
.claude/memory/regras-negocio.md	199	inadimplencia	- **Fideliza+ (Farmers):** trimestral, 5 criterios (churn, inadimplencia, renovacao, reajuste, vendas_lojinha)
.claude/memory/dominio-operacional.md	7	evasao	- Metricas: carteira de alunos, taxa evasao por professor, avaliacao 360 (fórmulas em `metricas.md`)
.claude/memory/dominio-operacional.md	36	kpi,matricula	- KPI targets: alunos, matriculas, churn, ticket, faturamento
.claude/memory/dominio-operacional.md	41	kpi	- Hub de BI consolidado, usa hooks de KPIs de todos os dominios
.claude/memory/dominio-operacional.md	44	evasao	- `src/components/App/Entrada/` — FormLead, FormEvasao, RelatorioDiario
.claude/memory/dominio-operacional.md	49	evasao,trancamento	- Movimentacoes: renovacao, nao-renovacao, aviso previo, trancamento, evasao
.claude/memory/dominio-operacional.md	50	retencao	- Alertas de retencao, plano de acao, Fideliza+, Lojinha, Painel Farmer
.claude/memory/dominio-operacional.md	80	matricula	- `unidades`, `alunos`, `leads`, `matriculas`, `renovacoes`, `evasoes`
.claude/memory/chatwoot.md	116	experimental	### Experimental
.claude/memory/chatwoot.md	119	experimental	| experimental-marcada      | 72  |
.claude/memory/chatwoot.md	120	experimental	| fez-aula-experimental     | 286 |
.claude/memory/chatwoot.md	121	experimental	| faltou-experimental       | 73  |
.claude/memory/chatwoot.md	122	experimental	| faltou-a-experimental     | 284 |
.claude/memory/chatwoot.md	155	bolsista	`criança`, `adolescente`, `adulto`, `kids`, `bolsista`, `comunidade`, `colaborador`
.claude/skills/uazapi-whatsapp/SKILL.md	238	evasao	- `enviar-pesquisa-evasao` — pesquisas de evasao
.claude/skills/analytics-tracking/SKILL.md	47	kpi	This is a **diagnostic score**, not a performance KPI.
supabase/migrations/fase3_views_kpis.sql	2	kpi	-- FASE 3: VIEWS PARA OS 75 KPIs
supabase/migrations/fase3_views_kpis.sql	7	kpi	-- 1. VIEW: vw_kpis_gestao_mensal
supabase/migrations/fase3_views_kpis.sql	8	kpi	-- KPIs gerais de gestão por unidade e mês
supabase/migrations/fase3_views_kpis.sql	10	kpi	DROP VIEW IF EXISTS vw_kpis_gestao_mensal;
supabase/migrations/fase3_views_kpis.sql	12	kpi	CREATE OR REPLACE VIEW vw_kpis_gestao_mensal AS
supabase/migrations/fase3_views_kpis.sql	17	bolsista,matrícula,pagante	COUNT(*) FILTER (WHERE tipo_aluno NOT IN ('Bolsista Integral', 'Bolsista Parcial', 'Matrícula em Banda')) as total_pagantes,
